id,region,subregion,country,location,lat,lon,year,depth,severity_code,bleaching_severity,coral_family,coral_species,percentage_affected,mortality_code,mortality,water_temperature,source,country_code
463,Americas,U.S. Caribbean,Florida (USA),Long Key,24.8194,-80.786,2001,,3,High,Milleporidae,Millepora (fire coral),,Unknown,,,http://orbit-net.nesdis.noaa.gov/orad/sub/bleaching_reports,USA_FLO
464,Americas,U.S. Caribbean,Florida (USA),Palmyra,5.8667,-162.1,2001,,0,No Bleaching,,,,Unknown,,,http://orbit-net.nesdis.noaa.gov/orad/sub/bleaching_reports,USA_FLO
465,Americas,U.S. Caribbean,Florida (USA),Palmyra,5.8667,-162.1,1998,,3,High,Mixed,"Acropora, Pocillopora",,Medium,,,http://orbit-net.nesdis.noaa.gov/orad/sub/bleaching_reports,USA_FLO
466,Americas,Northern Caribbean,Bermuda,Bermuda Biological Station,32.25,-64.85,2001,,0,No Bleaching,,,,Unknown,,,http://orbit-net.nesdis.noaa.gov/orad/sub/bleaching_reports,BMU
467,Pacific,Micronesia,Northern Mariana Islands,"Saipan, Northern Mariana Islands",15.2,145.7,2001,5-30ft,2,Medium,Mixed,"Boloceriodes sp & the sponge Spirastrella cf. vagabundi, Montipora sp, Acropora sp, Favia sp",,Low,,29,http://orbit-net.nesdis.noaa.gov/orad/sub/bleaching_reports,NMI
468,Pacific,Micronesia,Palau,Palau,7.752,134.5763,2001,,0,No Bleaching,,,,Unknown,,32.22,http://orbit-net.nesdis.noaa.gov/orad/sub/bleaching_reports,PLW
469,Pacific,Micronesia,Northern Mariana Islands,"Teteto Beach, Rota, Northern Mariana Islands",14.15,145.2,2001,,3,High,Acroporidae,Acropora sp,,Medium,,,http://orbit-net.nesdis.noaa.gov/orad/sub/bleaching_reports,NMI
470,Pacific,Micronesia,Northern Mariana Islands,"Teteto Beach, Rota, Northern Mariana Islands",14.15,145.2,2001,4-10m,1,Low,,,,Unknown,,,http://orbit-net.nesdis.noaa.gov/orad/sub/bleaching_reports,NMI
471,Pacific,Micronesia,Northern Mariana Islands,"Rota, Northern Mariana Islands",14.5,145.2,2001,2-3m,2,Medium,,,,Unknown,,,http://orbit-net.nesdis.noaa.gov/orad/sub/bleaching_reports,NMI
472,Asia,North and East Asia,Japan,"Kurio Reef, Yakushima Island",30.2667,130.4167,2001,,1,Low,Acroporidae,Acropora sp,,Unknown,,28.5,http://orbit-net.nesdis.noaa.gov/orad/sub/bleaching_reports,JPN
473,Asia,North and East Asia,Japan,"Tomori Reef, Kasari Town, Amami Oshima Island",28.2667,129.35,2001,1-2m,2,Medium,Mixed,"Acropora sp, Pocillopora sp",,Unknown,,30,http://orbit-net.nesdis.noaa.gov/orad/sub/bleaching_reports,JPN
474,Pacific,US Pacific Islands,Minor Outlying Islands,East side Farallon de Medinilla,16.0167,146.0667,2001,2-10m,1,Low,Pocillopordae,"Pocillopora meandrina, Pocillipora eydouxi",,Unknown,,32.22,http://orbit-net.nesdis.noaa.gov/orad/sub/bleaching_reports,UMI
475,Pacific,Micronesia,Northern Mariana Islands,"Grotto Cave dive site, Saipan, Northern Mariana Islands",15.2,145.7,2001,,1,Low,,,,Unknown,,,http://orbit-net.nesdis.noaa.gov/orad/sub/bleaching_reports,NMI
476,Pacific,Micronesia,Northern Mariana Islands,"Objon Beach, Saipan, Northern Mariana Islands",15.2,145.7,2001,,0,No Bleaching,,,,Unknown,,,http://orbit-net.nesdis.noaa.gov/orad/sub/bleaching_reports,NMI
477,Pacific,Micronesia,Guam,West central Guam,13.4667,144.7833,2001,,0,No Bleaching,,,,Unknown,,,http://orbit-net.nesdis.noaa.gov/orad/sub/bleaching_reports,GUM
478,Pacific,Micronesia,American Samoa,Fagatele Bay,-14.37,-170.77,2001,1-126ft,1,Low,Mixed,"Leptoria phrygia, Montastrea curta, Acropora crateriformis, Lepastrea purpurea, Goniastrea edwardsi, Goniastrea retiformis, Fungia sp",,Unknown,,,Coral Listserver,ASM
479,Pacific,Micronesia,American Samoa,"Masefau, Tuituila",-14.255,-170.63,2001,1-126ft,1,Low,Mixed,"Leptoria phrygia, Montastrea curta, Acropora crateriformis, Lepastrea purpurea, Goniastrea edwardsi, Goniastrea retiformis, Fungia sp",,Unknown,,,Coral Listserver,ASM
480,Africa,Southwest Indian Ocean,Madagascar,Tulear,-23.3833,43.7167,2001,,3,High,,,,Low,,,CORDIO Newsletter 3 May 2001,MDG
481,Africa,Eastern Africa,Tanzania,Mafia Island Marine Park,-7.9516,39.8137,2001,,1,Low,,,,Unknown,,,CORDIO Newsletter 3 May 2001,TZA
482,Africa,Southwest Indian Ocean,R�union,La Saline Lagoon,-21.16,55.28,2001,,3,High,Acroporidae,Acropora,,Unknown,,1.5,CORDIO Newsletter 3 May 2001,REU
483,Pacific,Southwest Pacific,Fiji,"Cuvu Reefs, Viti Levu",-17.8167,177.3667,2000,,3,High,Acroporidae,Acropora,,Unknown,,30,Coral Listserver,FJI
484,Pacific,Micronesia,American Samoa,"Cape Larsen, Tuituila",-14.28,-170.72,2001,1-126ft,1,Low,Mixed,"Leptoria phrygia, Montastrea curta, Acropora crateriformis, Lepastrea purpurea, Goniastrea edwardsi, Goniastrea retiformis, Fungia sp",,Unknown,,,Coral Listserver,ASM
485,Pacific,Southwest Pacific,Samoa,Samoa,-14,-171,2001,10m,3,High,Mixed,"Acropora sp, Massive Porites, Millepora",,Unknown,,,Coral Listserver,WSM
486,Pacific,Southwest Pacific,Fiji,"Beqa Lagoon, Viti Levu",-18.39,178.2,2001,,2,Medium,Pocillipordae,Pocillopora sp,,Unknown,,,Coral Listserver,FJI
487,Africa,Southwest Indian Ocean,Comoros,Mayotte Island,-12.7,45.2,1998,,3,High,Mixed,"Pocillopora sp, Acropora sp, Diploastrea sp",,High,80,31,Coral Listserver,COM
488,Americas,U.S. Caribbean,Puerto Rico,"Carlos Rosario Beach, Culebra Island",18.3267,-65.3322,2001,5-10m,1,Low,Mixed,"Siderastrea siderea, Millepora alcicornis, Montastrea annularis",,Unknown,,,Coral Listserver,PRI
489,Americas,U.S. Caribbean,Puerto Rico,"Carlos Rosario Beach, Culebra Island",18.3267,-65.3322,1998,,3,High,Mixed,"Siderastrea siderea, Millepora alcicornis",,Unknown,,,Coral Listserver,PRI
490,Americas,U.S. Caribbean,Florida (USA),"Dania Beach, Broward County, Florida",26.0519,-80.1442,2001,3-10m,1,Low,Mixed,"Montastrea faveolata, Palythoa caribbea",,Unknown,,,Coral Listserver,USA_FLO
491,NA,NA,St. Croix,"Long Reef, St Croix, US Virgin Islands",17.7,-64.9,2001,,1,Low,Siderastridae,"Siderastrea siderea, Palythoa",,Unknown,,,Coral Listserver,VIR_CRO
492,Africa,Eastern Africa,Kenya,Kiunga MNR,-1.75,41.4833,2001,,3,High,Mixed,"Goniopora sp, Turbinaria sp",,Unknown,,,CORDIO Newsletter 3 May 2001,KEN
493,Americas,Mesoamerica,Belize,Glover's Reef Atoll,16.8086,-87.6901,1998,30ft,3,High,Faviidae,"Diploria, Montastrea",,Medium,30,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,BLZ
494,Pacific,Southwest Pacific,Fiji,"Frigate Pass, Viti Levu",-18.5,177.9,2000,,3,High,Acroporidae,Acropora,,Unknown,,,Coral Listserver,FJI
495,Pacific,Southwest Pacific,Fiji,"Cousteau Resort, Vanua Levu",-16.8,179.3,2000,,3,High,,,,Unknown,,,Coral Listserver,FJI
496,Pacific,Southeast and Central Pacific,Tonga,Tongatapu,-21.1667,-175.1667,2000,,1,Low,,,,Unknown,,,Coral Listserver,TON
497,Pacific,Southeast and Central Pacific,Tonga,Ha'apai group,-19.7833,-174.45,2000,,1,Low,,,,Unknown,,,Coral Listserver,TON
498,Americas,Mesoamerica,Belize,Central Shelf Lagoon,16.6,-88.2,1998,,3,High,Agaricidae,Agaricia tenuifolia,,High,100,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,BLZ
499,Americas,Mesoamerica,Belize,"Curlew Bank, south of Carrie Bow Cay",16.77,-88.07,1998,3-6m,2,Medium,Agaricidae,Agaricia tenuifolia,,High,100,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,BLZ
500,Asia,Southeast Asia,Indonesia,"Togean Islands, Sulawesi",-0.3333,122,1998,,1,Low,,,,Unknown,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,IDN
501,Asia,Southeast Asia,Indonesia,"Banggai Island, Sulawesi",-1.5,123.25,1998,,0,No Bleaching,,,,Unknown,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,IDN
502,Asia,Southeast Asia,Indonesia,"Bunaken, N Sulawesi",1.6333,124.7667,1998,,3,High,,,,Unknown,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,IDN
503,Americas,Mesoamerica,Mexico,Sian Ka'an Biosphere Reserve,19.5,-87.3,1998,15-20ft,3,High,Faviidae,"Montastrea annularis, Diploria labrynthyformis",,Unknown,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,MEX
504,Americas,Mesoamerica,Mexico,Xcalak,18.2667,-87.8333,1998,15-20ft,3,High,Faviidae,"Montastrea annularis, Diploria labrynthyformis",,Unknown,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,MEX
505,Americas,Mesoamerica,Mexico,Akumal,20.4167,-87.3,1998,15-20ft,3,High,Faviidae,"Montastrea annularis, Diploria labrynthyformis",,Unknown,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,MEX
506,Americas,Southern Tropical America,Chile,Easter Island,-27.1,-109.3,1980,,2,Medium,,,,Unknown,,,"Wellington, G.M., Glynn, P.W., Strong, A.E., Navarrete, S.A., Wieters, E. and Hubbard, D. 2001. Crisis on Coral Reefs Linked to Climate Change. EOS. 82(1):1, 5",CHL
507,Asia,South Asia,Maldives,Central Atolls,3.25,73,1998,,3,High,Mixed,"Acropora, Pocillopora, Millepora, sea anemones",,Medium,42,31,"Edwards, A.J., Clark, S., Zahir, H., Rajasuriya, A., Naseer, A. and Rubens, J. 2001. Coral Bleaching and Mortality on Artificial and Natural Reefs in Maldives in 1998, Sea Surface Temperature Anomalies and Initial Recovery. Mar Poll Bull. 42(1):7-15",MDV
508,Pacific,Southwest Pacific,Solomon Islands,Guadalcanal,-9.7951,159.7996,2000,15m,1,Low,Acroporidae,Acropora plates,,Unknown,,,Coral Listserver,SLB
509,Pacific,Southeast and Central Pacific,Cook Islands,Rarotonga Lagoon,-21.2333,-159.7667,2000,,1,Low,,,,Unknown,,,Coral Listserver,COK
510,Pacific,Southeast and Central Pacific,Cook Islands,Aitutaki,-18.8667,-159.75,2000,,3,High,,,,Unknown,,,Coral Listserver,COK
511,Pacific,Micronesia,Palau,Blue Corner,7.13,134.23,1998,3-30m,3,High,,,,High,,,GCRMN 2000. Chapter 1,PLW
512,Africa,Eastern Africa,Kenya,Mombasa MNP,-4,39.75,2001,,1,Low,Pocillopordae,Pocillopora sp,,Unknown,,,CORDIO Newsletter 3 May 2001,KEN
513,Americas,Southern Tropical America,Chile,Easter Island,-27.1,-109.3,2000,1-10m,3,High,Pocilloporidae,Pocillopora verrucosa,85,High,85,26,"Wellington, G.M., Glynn, P.W., Strong, A.E., Navarrete, S.A., Wieters, E. and Hubbard, D. 2001. Crisis on Coral Reefs Linked to Climate Change. EOS. 82(1):1-7",CHL
514,Pacific,Southwest Pacific,Fiji,"S Beqa Lagoon, Viti Levu",-18.43,178.07,2000,1-8m,3,High,Mixed,"Acropora, Pocillopora, Seriatopora, Fungia, Caulastrea, Favia, Platygyra, Galaxea, Lobophyllia",,Low,5,32.22,Coral Listserver,FJI
515,Pacific,Southwest Pacific,Fiji,"Deuba, Viti Levu",-18.2,178.3,2000,,3,High,,,,Low,,,Coral Listserver,FJI
516,Pacific,Southwest Pacific,Fiji,"SE Beqa Lagoon, Viti Levu",-18.43,178.09,2000,1-8m,3,High,Mixed,"Acropora, Pocillopora, Seriatopora, Fungia, Caulastrea, Favia, Platygyra, Galaxea, Lobophyllia",,Low,5,32.22,Coral Listserver,FJI
517,Pacific,Southwest Pacific,Fiji,"SW Beqa Lagoon, Viti Levu",-18.42,178.02,2000,1-3m,3,High,Mixed,"Acropora, Pocillopora, Seriatopora, Fungia, Caulastrea, Favia, Platygyra, Galaxea, Lobophyllia",,Medium,10,32.22,Coral Listserver,FJI
518,Pacific,Southwest Pacific,Fiji,Suva Harbour,-18.1333,178.4167,2000,,3,High,Mixed,"Acropora, Lobophyllia, Diploastrea",,Medium,15,31.5,Coral Listserver,FJI
519,Pacific,Southwest Pacific,Fiji,Rattail Passage,-17,178,2000,,3,High,Mixed,"Acropora, Lobophyllia, Diploastrea",,Medium,15,31,Coral Listserver,FJI
520,Americas,U.S. Caribbean,Florida (USA),"Tavernier Key, Florida",25.0111,-80.5153,2000,12-15ft,1,Low,Mixed,"Siderastrea siderea,  Montastrea annularis",,Unknown,,,Coral Listserver,USA_FLO
521,Americas,Northern Caribbean,Bermuda,Northern outer reef,32.43,-64.65,2000,5-20m,2,Medium,Mixed,"Millepora alcicornis, Montastreae franksii, Meandrina meandrites",,Unknown,,29,Coral Listserver,BMU
522,Pacific,Southwest Pacific,Fiji,Great Astrolabe Reef,-18.5,178,2000,1-25m,2,Medium,Mixed,"Acropora, Seriatopora, Millepora, Halimetra pilleus",,Unknown,,,Coral Listserver,FJI
523,Pacific,Micronesia,Palau,"Iwayama Bay, Rock Islands",7.3261,134.5006,1998,3-30m,3,High,,,,High,,,GCRMN 2000. Chapter 1,PLW
524,Americas,Northern Caribbean,Bahamas,Egg Island,25.5,-76.8,1998,15-20m,3,High,,,,Unknown,,,GCRMN 2000. Chapter 1,BHS
525,Middle East,Persian Gulf,Bahrain,N Jabari,26,50.5,1996,,2,Medium,,,,Unknown,,,GCRMN 2000. Chapter 3,BHR
526,Pacific,Southwest Pacific,Fiji,North Astrolabe Reef,-18.6,178.5,2000,1-25m,2,Medium,Mixed,"Acropora, Seriatopora, Millepora, Halimetra pilleus",,Unknown,,,Coral Listserver,FJI
527,Pacific,Southwest Pacific,Fiji,Dravuni Island,-17.9167,178.5833,2000,1-25m,2,Medium,Mixed,"Acropora, Seriatopora, Millepora, Halimetra pilleus",,Unknown,,,Coral Listserver,FJI
528,Africa,Southwest Indian Ocean,Seychelles,Ste Anne,-4.6,55.5,1998,15m,2,Medium,,,,High,,,Coral Listserver,SYC
529,Africa,Southwest Indian Ocean,Seychelles,Ile Moyenne,-4.6167,55.5,1998,15m,2,Medium,,,,High,,,Coral Listserver,SYC
530,Africa,Southwest Indian Ocean,Seychelles,Ile Cerf,-4.6333,55.5,1998,15m,2,Medium,,,,High,,,Coral Listserver,SYC
531,Africa,Southwest Indian Ocean,Seychelles,Cousine,-4.35,55.6333,1998,15m,2,Medium,,,,High,,,Coral Listserver,SYC
532,Africa,Southwest Indian Ocean,Seychelles,Praslin,-4.3167,55.7333,1998,15m,2,Medium,,,,High,,,Coral Listserver,SYC
533,Africa,Southwest Indian Ocean,Seychelles,Curieuse,-4.2667,55.7333,1998,15m,2,Medium,,,,High,,,Coral Listserver,SYC
534,Africa,Southwest Indian Ocean,Seychelles,La Digue,-4.35,55.8333,1998,15m,2,Medium,,,,High,,,Coral Listserver,SYC
535,Africa,Southwest Indian Ocean,Seychelles,Grand Soeur,-4.2833,55.8667,1998,15m,2,Medium,,,,High,,,Coral Listserver,SYC
536,Africa,Southwest Indian Ocean,Seychelles,Felicite,-4.3333,55.8667,1998,15m,2,Medium,,,,High,,,Coral Listserver,SYC
537,Middle East,Persian Gulf,Kuwait,Kubbar Island,29.0722,48.4933,2000,,3,High,,,,Unknown,,32,Coral Listserver,KWT
538,Middle East,Persian Gulf,Kuwait,Quro Reef,29.5,49,2000,,2,Medium,,,,Unknown,,32,Coral Listserver,KWT
539,Americas,U.S. Caribbean,Florida (USA),"Boynton Beach, Florida",26.525,-80.0667,2000,,2,Medium,Mixed,Meandrina meandrites,,Unknown,,,Coral Listserver,USA_FLO
540,Pacific,Southwest Pacific,Fiji,Kadavu,-19,178.2,2000,,3,High,Acroporidae,Acropora,,Unknown,,31,http://www.wwfpacific.org.fj/coralbleaching.htm,FJI
541,Pacific,Southwest Pacific,Solomon Islands,Ghizo,-8.067,156.8,2000,,3,High,Acroporidae,Acropora sp (plate and staghorn),,Unknown,,,"Sulu, R., Cameron, H., Ramohia, P. and Lam, M. The Status of Solomon Islands' Coral Reefs",SLB
542,Pacific,Southwest Pacific,Solomon Islands,Florida Islands,-9.0092,160.1024,2000,,2,Medium,,,,Unknown,,29,"Sulu, R., Cameron, H., Ramohia, P. and Lam, M. The Status of Solomon Islands' Coral Reefs",SLB
543,Pacific,Southwest Pacific,Solomon Islands,Nggela,-9.083,160.25,2000,,2,Medium,,,,Unknown,,30,"Sulu, R., Cameron, H., Ramohia, P. and Lam, M. The Status of Solomon Islands' Coral Reefs",SLB
544,Pacific,Southwest Pacific,Solomon Islands,Russell Islands,-8.9979,159.2518,2000,,2,Medium,,,,Unknown,,30,"Sulu, R., Cameron, H., Ramohia, P. and Lam, M. The Status of Solomon Islands' Coral Reefs",SLB
545,Pacific,Southwest Pacific,Solomon Islands,Las Tres Marias Islands,-10.1667,161.95,2000,,2,Medium,,,,Unknown,,30,"Sulu, R., Cameron, H., Ramohia, P. and Lam, M. The Status of Solomon Islands' Coral Reefs",SLB
546,Pacific,Southwest Pacific,Solomon Islands,Marovo Lagoon,-8.4895,158.1295,2000,,2,Medium,,,,Unknown,,30,"Sulu, R., Cameron, H., Ramohia, P. and Lam, M. The Status of Solomon Islands' Coral Reefs",SLB
547,Pacific,Southwest Pacific,Solomon Islands,Otong Java,-7.65,156.6667,2000,,2,Medium,,,,Unknown,,,"Sulu, R., Cameron, H., Ramohia, P. and Lam, M. The Status of Solomon Islands' Coral Reefs",SLB
548,Pacific,Southwest Pacific,Solomon Islands,"Fuaga, Malaita",-8.5,160.9,2000,,2,Medium,,,,Unknown,,,"Sulu, R., Cameron, H., Ramohia, P. and Lam, M. The Status of Solomon Islands' Coral Reefs",SLB
549,Africa,Southwest Indian Ocean,Mauritius,Rodrigues,-19.8,63.3,1998,,2,Medium,,,,High,,,"Obura,D. 2001. Coral Reef Bleaching and Monitoring in the Indian Ocean.",MUS
550,Africa,Eastern Africa,South Africa,South Africa 26-27deg S,-33.6,26.9,1998,,1,Low,,,,Unknown,,22,CORDIO Newsletter October 2000,ZAF
551,Africa,Eastern Africa,Tanzania,Pemba Island,-5.1667,39.8,1998,,3,High,,,,High,80,,CORDIO Newsletter October 2000,TZA
552,Africa,Eastern Africa,Tanzania,W coast Zanzibar Island,-6.1667,39.3333,1998,,2,Medium,,,,Low,,,CORDIO Newsletter October 2000,TZA
553,Africa,Eastern Africa,Tanzania,Dar es Salaam,-6.8,39.2833,1998,,2,Medium,,,,Low,,,CORDIO Newsletter October 2000,TZA
554,Americas,Mesoamerica,Belize,Ambergris Caye,18.0048,-87.8997,1999,,1,Low,Mixed,"Siderastrea siderea, Porites asteroides, Montastrea annularis",,Unknown,,,Coral Listserver,BLZ
555,Americas,Mesoamerica,Belize,Tobacco Caye,16.8833,-88.05,1999,,1,Low,Mixed,"Siderastrea siderea, Porites asteroides, Montastrea annularis",,Unknown,,,Coral Listserver,BLZ
556,Australia,Australia and Papua New Guinea,Australia,Myrmidon,-18.2667,147.3667,1999,,0,No Bleaching,,,,Unknown,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,AUS
557,Americas,Southern Tropical America,Costa Rica,Costa Rica - Pacific,9,-85,1987,,2,Medium,,,,Medium,,,GCRMN 2000. Chapter 18,CRI
558,Americas,Mesoamerica,Belize,South Water reef,16.8,-88.08,1999,,1,Low,Mixed,"Siderastrea siderea, Porites asteroides, Montastrea annularis",,Unknown,,,Coral Listserver,BLZ
559,Americas,Mesoamerica,Belize,Long Caye,16.73,-87.77,1999,,1,Low,Mixed,"Siderastrea siderea, Porites asteroides, Montastrea annularis",,Unknown,,,Coral Listserver,BLZ
560,Americas,Mesoamerica,Belize,Half Moon Caye,17.2,-87.5333,1999,,1,Low,Mixed,"Siderastrea siderea, Porites asteroides, Montastrea annularis",,Unknown,,,Coral Listserver,BLZ
561,Americas,U.S. Caribbean,Puerto Rico,Turrumote,17.9353,-67.0172,1999,,1,Low,Mixed,"Porites, Montastrea sp, Siderastrea, Milleporides, Scolymia cubensis",,Unknown,,29,Coral Listserver,PRI
562,Americas,U.S. Caribbean,Puerto Rico,Pinnacles,18.35,-65.5,1999,,1,Low,Mixed,"Porites, Montastrea sp, Siderastrea, Milleporides, Scolymia cubensis",,Unknown,,29,Coral Listserver,PRI
563,Americas,U.S. Caribbean,Puerto Rico,"Media Luna Reef, La Parguera",18.0119,-67.1603,1999,,1,Low,Mixed,"Porites, Montastrea sp, Siderastrea, Milleporides, Scolymia cubensis",,Unknown,,29,Coral Listserver,PRI
564,Americas,Southern Tropical America,Colombia,Chengue Bay,11.3333,-74.1333,1999,9-18m,1,Low,Mixed,"Colopophyllia natans, Meandrina meandrites, Porites asteroides, Millepora, Siderastrea, Montastrea",,No Mortality,,30,Coral Listserver,COL
565,Americas,Southern Tropical America,Colombia,Tayrona Natural Park,11.3,-74.15,1999,9-18m,2,Medium,Mixed,"Colopophyllia natans, Meandrina meandrites, Porites asteroides, Millepora, Siderastrea, Montastrea",,No Mortality,,30,Coral Listserver,COL
566,Americas,Southern Tropical America,Colombia,San Andres Island,12.5333,-81.7167,1999,,0,No Bleaching,,,,Unknown,,,Coral Listserver,COL
567,Americas,U.S. Caribbean,Puerto Rico,SW Puerto Rico,17.9878,-67.3075,1999,,1,Low,Mixed,"Scolymia cubensis, E.fastigiata, M.cavernosa, M.memorialis, L.cucullata, Porites, Acropora",,Unknown,,29,Coral Listserver,PRI
568,Americas,U.S. Caribbean,Florida (USA),"Conch reef, Florida",24.79,-80.8897,1999,15-30m,2,Medium,Mixed,"Amphistengina gibbosa, Agaricia, Siderastrea, Montastrea",,Unknown,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,USA_FLO
569,Australia,Australia and Papua New Guinea,Australia,Bundaberg,-24.8362,152.4829,1999,,0,No Bleaching,,,,Unknown,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,AUS
570,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Cairns Area,-16.9397,145.7629,1999,,2,Medium,,,,Unknown,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,AUS_GBR
571,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Orpheus Island,-18.6587,146.4852,1999,,1,Low,,,,Unknown,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,AUS_GBR
572,Asia,Southeast Asia,Philippines,"Anilao, Butangus",14.85,120.8167,1999,,1,Low,,,,Low,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,PHL
573,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"John Brewer, GBR",-18.6236,147.0549,1999,,1,Low,Acroporidae,Acropora plates,,Unknown,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,AUS_GBR
574,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Kelso Reef, GBR",-19.3876,146.7176,1999,,1,Low,Acroporidae,Acropora plates,,Unknown,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,AUS_GBR
575,Australia,Australia and Papua New Guinea,Papua New Guinea,Port Moresby,-9.4833,147.1833,1999,10m,3,High,,,,Unknown,,28.5,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,PNG
576,Pacific,Southeast and Central Pacific,New Zealand,Niue,-19.0333,-169.8667,1999,,1,Low,,,,Unknown,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,NZL
577,Australia,Australia and Papua New Guinea,Australia,Magnetic Island,-19.15,146.85,1999,,0,No Bleaching,,,,Unknown,,30.7,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,AUS
578,Australia,Australia and Papua New Guinea,Australia,Mid and Outer shelf reefs nr Cairns,-17,146,1999,,0,No Bleaching,,,,Unknown,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,AUS
579,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,Rabigh,22.55,39.0333,1998,,3,High,Mixed,"Acropora, Millepora, Pocillopora, Stylophora, Porites",,High,95,,http://coral.aoml.noaa.gov/bulls/red-sea.html,SAU
580,Pacific,Micronesia,Palau,Palau,7.752,134.5763,1999,3-12m,3,High,,Montipora & Pavona resistant to bleaching,,High,1.1,31,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,PLW
581,Pacific,Southwest Pacific,Fiji,Rainbow Reef,-18.9,178.1,1999,10-20m,2,Medium,Mixed,"Montipora, Acropora, Platygyra, Sinularia",,Unknown,,26,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,FJI
582,Americas,Northern Caribbean,Bahamas,Lee Stocking Island,24.4994,-76.7142,1999,1-18m,2,Medium,Mixed,"Montastrea, Porites, Agaricia, Millepora, Favia",,Unknown,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,BHS
583,Americas,U.S. Caribbean,Florida (USA),Key Largo Dry Rocks,25.1247,-80.308,1999,,2,Medium,Zoanthidae,Palythoa,,Unknown,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,USA_FLO
584,Americas,U.S. Caribbean,Florida (USA),"Grecian rocks, Florida",25.1175,-80.3159,1999,,2,Medium,Zoanthidae,Palythoa,,Unknown,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,USA_FLO
585,Americas,U.S. Caribbean,Puerto Rico,E Puerto Rico,18.3,-65.6,1999,1-15m,1,Low,,,,Unknown,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,PRI
586,Americas,U.S. Caribbean,Puerto Rico,Culebra Island,18.3,-65.3,1998,,3,High,Mixed,"Montastrea, Diploria, Agaricia, Porites, Siderastrea",,Unknown,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,PRI
587,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,North West Cape Ningaloo Reef,-22.0333,113.9167,1999,,1,Low,Mixed,"Porites, Acropora, Fungid sp, Brain, Fire coral",,Unknown,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,AUS_GBR
588,Americas,Mesoamerica,Belize,Southern Belize,16.2,-88.35,1999,,3,High,Mixed,"A. tenuifolia, Millepora, Diploria, Porites, Siderastrea",,Medium,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,BLZ
589,Asia,South Asia,Maldives,"Kuda Anbaraa, Felidhu",3.4833,73.4833,1998,,3,High,Mixed,"Acropora, Pocillopora, Millepora, sea anemones",,Medium,57.5,31,"Edwards, A.J., Clark, S., Zahir, H., Rajasuriya, A., Naseer, A. and Rubens, J. 2001. Coral Bleaching and Mortality on Artificial and Natural Reefs in Maldives in 1998, Sea Surface Temperature Anomalies and Initial Recovery. Mar Poll Bull. 42(1):7-16",MDV
